DEBUG - 2024-03-09 04:17:20 --> Session: Initialization under CLI aborted.
INFO - 2024-03-09 04:34:23 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:34:23 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:34:46 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:34:47 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:34:47 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:34:47 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:34:47 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:34:49 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:34:49 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:34:49 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:34:49 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:34:49 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:12 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:12 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:12 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:12 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:12 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:18 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:18 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:18 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:18 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:18 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:28 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:28 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:28 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:28 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:35:28 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:13 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:13 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:13 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:13 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:13 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:26 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:26 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:26 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:26 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:26 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:32 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:32 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:32 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:32 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:36:32 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:37:30 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:37:30 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:37:30 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:37:31 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:37:31 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:38:05 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:38:05 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:38:05 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:38:05 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:38:05 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:39:52 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:39:52 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:39:52 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:39:52 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:39:52 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:40:39 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:40:39 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:40:39 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:40:39 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:40:39 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:03 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:03 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:03 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:03 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:03 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:06 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:06 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:06 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:06 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:06 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:35 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:36 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:36 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:36 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:36 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:45 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:45 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:45 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:45 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:45 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:58 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:58 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:58 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:58 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:41:58 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:43:57 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:43:57 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:43:57 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:43:57 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:43:57 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:11 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:11 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:11 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:11 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:11 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:15 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:16 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:16 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:16 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:16 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:19 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:19 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:19 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:19 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:44:19 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:15 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:15 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:15 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:15 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:15 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:19 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:19 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:19 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:19 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:19 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:51 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:51 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:51 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:51 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:45:51 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:03 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:03 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:03 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:03 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:03 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:15 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:15 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:15 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:15 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:15 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:21 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:21 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:21 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:21 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:21 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:30 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:30 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:30 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:30 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:30 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:33 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:33 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:33 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:33 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:33 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:40 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:40 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:40 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:40 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:46:40 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:47 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:47 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:47 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:47 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:47 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:51 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:51 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:51 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:51 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:51 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:52 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:52 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:52 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:52 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:52 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:55 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:55 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:55 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:56 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:49:56 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:50:01 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:50:01 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:50:01 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:50:01 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:50:01 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:51:37 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:51:38 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:51:40 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:51:41 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:51:41 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:51:41 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:51:41 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:51:41 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:51:43 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:51:43 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
INFO - 2024-03-09 04:51:43 --> Session: Class initialized using 'CodeIgniter\Session\Handlers\RedisHandler' driver.
